Country,Subbasin,monitoring_area,Year,coastal_water_type,core_indicator,cpue,Method,Gear.type,Taxa
Latvia,Gulf of Riga,Daugagriva,2002,Eastern Gotland Basin Estonian Coastal waters,Key species,21.33,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Gulf of Riga,Daugagriva,2003,Eastern Gotland Basin Estonian Coastal waters,Key species,31.81,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Gulf of Riga,Daugagriva,2004,Eastern Gotland Basin Estonian Coastal waters,Key species,36.17,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Gulf of Riga,Daugagriva,2005,Eastern Gotland Basin Estonian Coastal waters,Key species,41.71,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Gulf of Riga,Daugagriva,2006,Eastern Gotland Basin Estonian Coastal waters,Key species,69.36,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Gulf of Riga,Daugagriva,2007,Eastern Gotland Basin Estonian Coastal waters,Key species,27.06,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Gulf of Riga,Daugagriva,2008,Eastern Gotland Basin Estonian Coastal waters,Key species,48.9,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Gulf of Riga,Daugagriva,2009,Eastern Gotland Basin Estonian Coastal waters,Key species,37.38,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Gulf of Riga,Daugagriva,2010,Eastern Gotland Basin Estonian Coastal waters,Key species,55.72,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Gulf of Riga,Daugagriva,2011,Eastern Gotland Basin Estonian Coastal waters,Key species,33.08,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Gulf of Riga,Daugagriva,2012,Eastern Gotland Basin Estonian Coastal waters,Key species,34.17,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Gulf of Riga,Daugagriva,2013,Eastern Gotland Basin Estonian Coastal waters,Key species,87.67,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Gulf of Riga,Daugagriva,2015,Eastern Gotland Basin Estonian Coastal waters,Key species,26.08,Gill-/fyke net monitoring,Set of nets,Perch
Latvia,Eastern Gotland Basin,Jurkalne,1999,Eastern Gotland Basin Latvian Coastal waters,Key functional group,3.83,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2000,Eastern Gotland Basin Latvian Coastal waters,Key functional group,3.67,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2001,Eastern Gotland Basin Latvian Coastal waters,Key functional group,1.61,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2002,Eastern Gotland Basin Latvian Coastal waters,Key functional group,0.61,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2003,Eastern Gotland Basin Latvian Coastal waters,Key functional group,0.75,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2004,Eastern Gotland Basin Latvian Coastal waters,Key functional group,4.67,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2005,Eastern Gotland Basin Latvian Coastal waters,Key functional group,9.75,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2006,Eastern Gotland Basin Latvian Coastal waters,Key functional group,5.74,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2007,Eastern Gotland Basin Latvian Coastal waters,Key functional group,3.67,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2008,Eastern Gotland Basin Latvian Coastal waters,Key functional group,4.89,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2009,Eastern Gotland Basin Latvian Coastal waters,Key functional group,14.97,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2010,Eastern Gotland Basin Latvian Coastal waters,Key functional group,18.75,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2011,Eastern Gotland Basin Latvian Coastal waters,Key functional group,32.78,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2012,Eastern Gotland Basin Latvian Coastal waters,Key functional group,11.92,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2013,Eastern Gotland Basin Latvian Coastal waters,Key functional group,12.5,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,2014,Eastern Gotland Basin Latvian Coastal waters,Key functional group,1.5,Gill-/fyke net monitoring,Set of nets,Cyprinids
Latvia,Eastern Gotland Basin,Jurkalne,1999,Eastern Gotland Basin Latvian Coastal waters,Key functional group,24.22,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2000,Eastern Gotland Basin Latvian Coastal waters,Key functional group,12.5,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2001,Eastern Gotland Basin Latvian Coastal waters,Key functional group,14.11,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2002,Eastern Gotland Basin Latvian Coastal waters,Key functional group,17.83,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2003,Eastern Gotland Basin Latvian Coastal waters,Key functional group,17.92,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2004,Eastern Gotland Basin Latvian Coastal waters,Key functional group,19.78,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2005,Eastern Gotland Basin Latvian Coastal waters,Key functional group,3.75,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2006,Eastern Gotland Basin Latvian Coastal waters,Key functional group,17.69,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2007,Eastern Gotland Basin Latvian Coastal waters,Key functional group,9.06,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2008,Eastern Gotland Basin Latvian Coastal waters,Key functional group,38.61,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2009,Eastern Gotland Basin Latvian Coastal waters,Key functional group,20.74,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2010,Eastern Gotland Basin Latvian Coastal waters,Key functional group,14.25,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2011,Eastern Gotland Basin Latvian Coastal waters,Key functional group,21.22,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2012,Eastern Gotland Basin Latvian Coastal waters,Key functional group,28.5,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2013,Eastern Gotland Basin Latvian Coastal waters,Key functional group,15.5,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,2014,Eastern Gotland Basin Latvian Coastal waters,Key functional group,31.58,Gill-/fyke net monitoring,Set of nets,Piscivores
Latvia,Eastern Gotland Basin,Jurkalne,1999,Eastern Gotland Basin Latvian Coastal waters,Key species,13.61,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2000,Eastern Gotland Basin Latvian Coastal waters,Key species,9.11,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2001,Eastern Gotland Basin Latvian Coastal waters,Key species,11.97,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2002,Eastern Gotland Basin Latvian Coastal waters,Key species,56.17,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2003,Eastern Gotland Basin Latvian Coastal waters,Key species,198.08,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2004,Eastern Gotland Basin Latvian Coastal waters,Key species,70.78,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2005,Eastern Gotland Basin Latvian Coastal waters,Key species,8.83,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2006,Eastern Gotland Basin Latvian Coastal waters,Key species,34.29,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2007,Eastern Gotland Basin Latvian Coastal waters,Key species,17.06,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2008,Eastern Gotland Basin Latvian Coastal waters,Key species,47,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2009,Eastern Gotland Basin Latvian Coastal waters,Key species,29.35,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2010,Eastern Gotland Basin Latvian Coastal waters,Key species,38.42,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2011,Eastern Gotland Basin Latvian Coastal waters,Key species,16.33,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2012,Eastern Gotland Basin Latvian Coastal waters,Key species,65.08,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2013,Eastern Gotland Basin Latvian Coastal waters,Key species,10.83,Gill-/fyke net monitoring,Set of nets,Flounder
Latvia,Eastern Gotland Basin,Jurkalne,2014,Eastern Gotland Basin Latvian Coastal waters,Key species,35.58,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2018,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,144.06,Gill-/fyke net monitoring,Coastal survey net,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2018,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,35.8,Gill-/fyke net monitoring,Coastal survey net,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2018,Eastern Gotland Basin Lithuanian Coastal waters,Key species,40.6,Gill-/fyke net monitoring,Coastal survey net,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,1998,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,195,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,1999,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,268.44,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2000,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,273.89,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2001,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,199.33,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2002,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,196.28,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2003,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,176.83,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2004,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,375.75,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2005,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,316.17,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2006,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,132.92,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2007,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,159.17,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2008,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,140.57,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2009,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,377.9,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2010,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,155.4,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2011,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,232.5,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2012,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,176,Gill-/fyke net monitoring,Set of nets,Cyprinids
Lithuania,Eastern Gotland Basin,Curonian Lagoon,1998,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,78.72,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,1999,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,168.72,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2000,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,40.22,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2001,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,16.83,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2002,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,30.94,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2003,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,39.08,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2004,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,46.92,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2005,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,49.25,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2006,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,17.67,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2007,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,60,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2008,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,18.2,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2009,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,37.8,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2010,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,46.8,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2011,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,64.9,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2012,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,31.75,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Curonian Lagoon,1998,Eastern Gotland Basin Lithuanian Coastal waters,Key species,64.72,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,1999,Eastern Gotland Basin Lithuanian Coastal waters,Key species,164.61,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2000,Eastern Gotland Basin Lithuanian Coastal waters,Key species,35,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2001,Eastern Gotland Basin Lithuanian Coastal waters,Key species,14.06,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2002,Eastern Gotland Basin Lithuanian Coastal waters,Key species,25.89,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2003,Eastern Gotland Basin Lithuanian Coastal waters,Key species,37.08,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2004,Eastern Gotland Basin Lithuanian Coastal waters,Key species,45.58,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2005,Eastern Gotland Basin Lithuanian Coastal waters,Key species,45.42,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2006,Eastern Gotland Basin Lithuanian Coastal waters,Key species,15.17,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2007,Eastern Gotland Basin Lithuanian Coastal waters,Key species,57.5,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2008,Eastern Gotland Basin Lithuanian Coastal waters,Key species,15.85,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2009,Eastern Gotland Basin Lithuanian Coastal waters,Key species,33.6,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2010,Eastern Gotland Basin Lithuanian Coastal waters,Key species,42,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2011,Eastern Gotland Basin Lithuanian Coastal waters,Key species,53,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Curonian Lagoon,2012,Eastern Gotland Basin Lithuanian Coastal waters,Key species,30.75,Gill-/fyke net monitoring,Set of nets,Perch
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2018,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,31,Gill-/fyke net monitoring,Coastal survey net,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2018,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,29.8,Gill-/fyke net monitoring,Coastal survey net,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2018,Eastern Gotland Basin Lithuanian Coastal waters,Key species,15.9,Gill-/fyke net monitoring,Coastal survey net,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,1998,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,45,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,1999,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,92,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2000,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,83,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2001,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,121,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2002,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,112.5,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2003,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,66.1,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2004,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,69.9,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2005,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,18.5,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2006,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,53.3,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2007,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,77.2,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2008,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,71,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2009,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,46.8,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2010,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,39,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2011,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,58.5,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2012,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,55.2,Gill-/fyke net monitoring,Set of nets,Mesopredators
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,1998,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,1.5,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,1999,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,35.5,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2000,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,25.5,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2001,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,11,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2002,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,4,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2003,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,25.8,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2004,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,8.4,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2005,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,7.9,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2006,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,4.7,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2007,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,25.5,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2008,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,21.5,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2009,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,6,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2010,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,40,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2011,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,27,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2012,Eastern Gotland Basin Lithuanian Coastal waters,Key functional group,23.4,Gill-/fyke net monitoring,Set of nets,Piscivores
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,1998,Eastern Gotland Basin Lithuanian Coastal waters,Key species,1,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,1999,Eastern Gotland Basin Lithuanian Coastal waters,Key species,5,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2000,Eastern Gotland Basin Lithuanian Coastal waters,Key species,7.25,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2001,Eastern Gotland Basin Lithuanian Coastal waters,Key species,20,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2002,Eastern Gotland Basin Lithuanian Coastal waters,Key species,51,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2003,Eastern Gotland Basin Lithuanian Coastal waters,Key species,1.6,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2004,Eastern Gotland Basin Lithuanian Coastal waters,Key species,7.6,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2005,Eastern Gotland Basin Lithuanian Coastal waters,Key species,3.7,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2006,Eastern Gotland Basin Lithuanian Coastal waters,Key species,22.7,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2007,Eastern Gotland Basin Lithuanian Coastal waters,Key species,38.5,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2008,Eastern Gotland Basin Lithuanian Coastal waters,Key species,15.33,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2009,Eastern Gotland Basin Lithuanian Coastal waters,Key species,21,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2010,Eastern Gotland Basin Lithuanian Coastal waters,Key species,9,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2011,Eastern Gotland Basin Lithuanian Coastal waters,Key species,19,Gill-/fyke net monitoring,Set of nets,Flounder
Lithuania,Eastern Gotland Basin,Monciskes/Butinge,2012,Eastern Gotland Basin Lithuanian Coastal waters,Key species,31.2,Gill-/fyke net monitoring,Set of nets,Flounder
Sweden,Northern Baltic Proper,Asko,2005,Western Gotlland Basin Swedish Coastal waters,Key functional group,22.64,Gill-/fyke net monitoring,Nordic survey net,Cyprinids
Sweden,Northern Baltic Proper,Asko,2006,Western Gotlland Basin Swedish Coastal waters,Key functional group,19.97,Gill-/fyke net monitoring,Nordic survey net,Cyprinids
